# Expression Atlas version: 3.5
# Query: Genes matching: default query, specifically up/down differentially expressed in 2 comparisons  given the p-value cutoff 1 and log2-fold change cutoff 0 in experiment E-MTAB-4152
# Timestamp: Sun, 23-Jul-2017 11:46:47
Gene ID	Gene Name	Design Element	'osteoblasts in direct co-culture with human umbilical vein endothelial cells' vs 'osteoblasts in monoculture'.foldChange	'osteoblasts in direct co-culture with human umbilical vein endothelial cells' vs 'osteoblasts in monoculture'.pValue	'osteoblasts in direct co-culture with human umbilical vein endothelial cells' vs 'osteoblasts in monoculture'.tStat	'osteoblasts in indirect co-culture with human umbilical vein endothelial cells' vs 'osteoblasts in monoculture'.foldChange	'osteoblasts in indirect co-culture with human umbilical vein endothelial cells' vs 'osteoblasts in monoculture'.pValue	'osteoblasts in indirect co-culture with human umbilical vein endothelial cells' vs 'osteoblasts in monoculture'.tStat
ENSG00000123595	RAB9A	8166098	-0.4	0.0298406696339513	-3.98595473165649			
ENSG00000123607	TTC21B	8056426	0.2	0.185656028156072	2.02767806734794			
ENSG00000123609	NMI	8055702	-0.5	0.0756170297241908	-2.96430558760113	-0.3	0.0865952094061955	-2.88415521837219
ENSG00000123610	TNFAIP6	8045688	-0.5	0.00128188273749914	-9.15147726646523	0.2	0.0921605202160367	2.82034112261597
ENSG00000123636	BAZ2B	8056060	-0.3	0.0419507869752306	-3.59950228025459			
ENSG00000123684	LPGAT1	7924107	0.3	0.0146715593078996	4.88290838428938	0.4	0.0147393830027665	5.59370754158964
ENSG00000123689	G0S2	7909441	1.1	9.70336705956561E-5	18.1236094264688	-0.3	0.0184077746572631	-5.13046435824146
ENSG00000123700	KCNJ2	8009502	-0.5	0.00148318656840811	-8.78409343445056			
ENSG00000123815	COQ8B	8036938				-0.2	0.115545548934715	-2.577710035075
ENSG00000123836	PFKFB2	7909285				-0.3	0.068051786282151	-3.16655656765662
ENSG00000123870	ZNF137P	8030954	0.1	0.679833473057545	0.60625345410902	0.3	0.15431158893324	2.26999672038011
ENSG00000123892	RAB38	7950899				0.2	0.176281279062269	2.13462161851652
ENSG00000123908	AGO2	8153201				0.2	0.126766062273941	2.475427705438
ENSG00000123933	MXD4	8098995				-0.2	0.110582179019856	-2.62269159027573
ENSG00000123977	DAW1	8048870	-0.5	0.0186937148592803	-4.57196526203081	0.6	0.0128982617913089	5.85678488883158
ENSG00000123983	ACSL3	8048733	0.3	0.0175829838945492	4.6518358923812			
ENSG00000123989	CHPF	8059244	0.3	0.0167405810485206	4.71669629119552			
ENSG00000124003	MOGAT1	8048725	0.1	0.458418165424962	1.07283841265295			
ENSG00000124019	FAM124B	8059387				-0.1	0.753704436090954	-0.51492083599144
ENSG00000124074	ENKD1	8002072				-0.1	0.45362374356364	-1.15278132314554
ENSG00000124089	MC3R	8063476	0.1	0.483554834538285	1.01403004226712	-0.1	0.771226138108665	-0.47990563516835
ENSG00000124097	HMGB1P1	8067206	0.2	0.190700517504375	1.99977353753545	0.2	0.0476429740541074	3.60572260320894
ENSG00000124098	FAM210B	8063478	-0.2	0.0397087051733671	-3.66145904348104			
ENSG00000124102	PI3	8062927	-0.4	0.174844582813572	-2.09188776197923	-0.5	0.0202295075569067	-4.96769102476475
ENSG00000124103	FAM209A	8063526				0.1	0.701735369221989	0.619130746172823
ENSG00000124107	SLPI	8066493	-0.5	0.00566502375606573	-6.32258958498467	-0.4	0.0180497517182241	-5.17387128849451
ENSG00000124126	PREX1	8066848	-0.3	0.0310361352317807	-3.93959152393953			
ENSG00000124145	SDC4	8066513	-0.8	2.18077835158675E-4	-14.3085895753714			
ENSG00000124157	SEMG2	8062944	0.1	0.494592973945436	0.987792719043488	0.2	0.258494772438131	1.74698556817042
ENSG00000124171	PARD6B	8063410				0.3	0.0156968316610736	5.46697358210495
ENSG00000124172	ATP5E	8067288	-0.2	0.0842982825769369	-2.8467926611308	-0.2	0.0367406313679069	-3.96510913582948
ENSG00000124194	GDAP1L1	8062796				-0.1	0.726887910479812	-0.569731579757276
ENSG00000124196	GTSF1L	8066384	0.2	0.0968366910473579	2.70277223472108	0.1	0.383032578098277	1.32829021360635
ENSG00000124212	PTGIS	8066925	-2.7	7.47586398065415E-6	-45.2156697386074	0.3	0.0172268350379725	5.28287493089285
ENSG00000124216	SNAI1	8063382	-0.2	0.189244159559078	-2.00861938701047	-0.1	0.636250448385553	-0.755720206136627
ENSG00000124225	PMEPA1	8067233	0.7	2.51544726558537E-4	13.7748129513072	0.6	0.00233465290400783	10.8078701467337
ENSG00000124226	RNF114	8063369	-0.2	0.0776849192828259	-2.93661066049042			
ENSG00000124228	DDX27	8063315	-0.1	0.588605568905577	-0.785814016775621			
ENSG00000124249	KCNK15	8062873	-0.3	0.0069304771316896	-5.98094184457653	-0.2	0.0290737912710639	-4.35503981765621
ENSG00000124279	FASTKD3	8110920	-0.1	0.316985645500984	-1.46596260364723			
ENSG00000124299	PEPD	8036010	-0.3	0.0902109242753035	-2.77711607040182	-0.2	0.0227725408294861	-4.77275415260297
ENSG00000124313	IQSEC2	8172858	-0.3	0.0256831627424723	-4.17194987575796	-0.2	0.101550499854405	-2.71151676803669
ENSG00000124343	XG	8165808	-1.5	2.37299572938299E-5	-31.5528848352459	-0.5	0.00215483767898924	-11.0511512532619
ENSG00000124370	MCEE	8052934				0.1	0.599130140075993	0.83006769470911
ENSG00000124383	MPHOSPH10	8042588	0.4	0.0377975702059812	3.7133743766857	0.3	0.0681757831366308	3.16426962107966
ENSG00000124391	IL17C	7997801				-0.1	0.397538139432455	-1.29121985733564
ENSG00000124406	ATP8A1	8100026	-0.2	0.120066428315969	-2.48651763551637			
ENSG00000124422	USP22	7892565				-0.2	0.562983755787239	-0.908342418199146
ENSG00000124422	USP22	7892685	0.3	0.149801461488011	2.24935042385969	0.4	0.0543429451138442	3.43697585741806
ENSG00000124422	USP22	7892694	-0.2	0.013938607603945	-4.95117565325121	-0.2	0.0166281891443221	-5.35656690394473
ENSG00000124422	USP22	7892788	-0.2	0.150251556556658	-2.24441892693625			
ENSG00000124422	USP22	7893343	0.1	0.468055756721241	1.04967960407591	0.6	0.0694085495986392	3.14099094575741
ENSG00000124422	USP22	7893432	0.2	0.315467018837851	1.47024258666419	0.3	0.0369789078414011	3.9533254149024
ENSG00000124422	USP22	7893467				-0.1	0.56513470634806	-0.903096978348605
ENSG00000124422	USP22	7893523	-0.1	0.723193198025668	-0.522201088481211	0.4	0.154529036448853	2.26844238759264
ENSG00000124422	USP22	7893594	-0.2	0.343465861232767	-1.38366351789592	-0.1	0.600538777542186	-0.827401117957545
ENSG00000124422	USP22	7893690				-0.2	0.0613331743403888	-3.28712386071288
ENSG00000124422	USP22	7893752	-0.2	0.128384203619813	-2.41371044945392	-0.3	0.106624717189842	-2.66006538170555
ENSG00000124422	USP22	7894004	-0.4	0.262794863503671	-1.66577731746055	-0.1	0.698733071225355	-0.624760686728671
ENSG00000124422	USP22	7894026	-0.3	0.195731277932586	-1.97345503588704	0.1	0.684084882157045	0.656365326197414
ENSG00000124422	USP22	7894279				0.7	0.044360071431842	3.69716193218309
ENSG00000124422	USP22	7894546	-0.4	0.0289071923590865	-4.02710468257582	-0.4	0.0319823713353628	-4.18481263492064
ENSG00000124422	USP22	7894608				0.2	0.48804571909191	1.07026368824016
ENSG00000124422	USP22	7894710	-0.3	0.133383540390609	-2.37627339913904	-0.5	0.0530078600695046	-3.46780802122593
ENSG00000124422	USP22	7894802	-0.1	0.525307452519366	-0.917188831115063			
ENSG00000124422	USP22	7894809	-0.1	0.87102381414052	-0.244246224033677	0.5	0.167378129766383	2.18804102085233
ENSG00000124422	USP22	7894873	-0.2	0.142892201884077	-2.30032529713061	-0.1	0.250135300200534	-1.783158926236
ENSG00000124422	USP22	7894946	0.1	0.589298081850309	0.784102830248283	0.1	0.588263574867887	0.85269669974055
ENSG00000124422	USP22	7895069	-0.3	0.0281179400527138	-4.06034279871339	-0.2	0.0791894136717049	-2.98853499803041
ENSG00000124422	USP22	7895316	0.5	0.136296011800959	2.35318569038435			
ENSG00000124422	USP22	7895331	1.0	0.0918621214070979	2.75893046228239	1.0	0.0998800252992181	2.73168582316733
ENSG00000124422	USP22	7895427				-0.2	0.126623499795315	-2.476727499938
ENSG00000124422	USP22	7895528				0.4	0.131472973010018	2.43623189725703
ENSG00000124422	USP22	7895855	-0.4	0.482464432793093	-1.01638232172176	0.6	0.308880707301998	1.55995238061659
ENSG00000124422	USP22	7895862	-0.1	0.561722306631134	-0.840307014886089	-0.4	0.0880926899138272	-2.86570964271223
ENSG00000124422	USP22	7896178	-0.1	0.389057002495048	-1.25010208313504			
ENSG00000124422	USP22	7896191				-0.2	0.175957364211911	-2.13691365977874
ENSG00000124422	USP22	7896327				0.4	0.404077696411703	1.27454380848717
ENSG00000124459	ZNF45	8037433	-0.1	0.654942768518452	-0.654109764897196	0.3	0.181529170470181	2.10562484520912
ENSG00000124466	LYPD3	8037301				-0.1	0.305518590028685	-1.57137289665584
ENSG00000124467	PSG8	8037236	-0.4	0.137292435659304	-2.34415980531925	-0.5	0.104496543085377	-2.67868839665637
ENSG00000124479	NDP	8172220	-0.3	0.0961775296768291	-2.71059815822919	0.9	0.0077560475625492	7.10831548356053
ENSG00000124486	USP9X	8166826	0.2	0.0587500311201688	3.23397824302893	0.2	0.0713582047091939	3.10491830375983
ENSG00000124491	F13A1	8123744	-0.2	0.154871728019017	-2.21508061558178	-0.5	0.027130352288828	-4.4711870133691
ENSG00000124493	GRM4	8125805	0.2	0.195822312857893	1.97260339033979			
ENSG00000124496	TRERF1	8126402				-0.8	0.00520171286133326	-8.21072424953993
ENSG00000124496	TRERF1	8126428	-0.2	0.224907800762678	-1.83204643241365	-1.0	0.00795338839821397	-7.05968280737512
ENSG00000124508	BTN2A2	8117447	-0.3	0.0197610968588362	-4.5003960863315			
ENSG00000124541	RRP36	8119661	0.2	0.193083643020396	1.98752062107515	0.2	0.0932198475908027	2.80765741336745
ENSG00000124562	SNRPC	8118826	-0.2	0.339553410950297	-1.39521493603296	-0.4	0.0712128378163733	-3.10732671229179
ENSG00000124568	SLC17A1	8124337	0.1	0.691487020433628	0.582938142393516			
ENSG00000124574	ABCC10	8119801				-0.2	0.0437134296878118	-3.71575298682861
ENSG00000124613	ZNF391	8117572				-0.1	0.442402175282395	-1.18206552820781
ENSG00000124635	HIST1H2BJ	8124484	-0.2	0.274858708973159	-1.62098399317845			
ENSG00000124641	MED20	8126360	-0.2	0.0623425834992859	-3.16838971387035	-0.3	0.0253108461296023	-4.59158734924267
ENSG00000124688	MAD2L1BP	8119874	-0.2	0.322430192307514	-1.44720991056779			
ENSG00000124701	APOBEC2	8119403	0.1	0.668990654948188	0.626623246735332			
ENSG00000124702	KLHDC3	8119648	0.3	0.0476047913172397	3.4607124667613			
ENSG00000124713	GNMT	8119620				-0.1	0.47425922332769	-1.10294432615016
ENSG00000124731	TREM1	8126303				1.1	8.89131185348781E-4	14.7442052898865
ENSG00000124762	CDKN1A	8119088				-0.3	0.0433958617762331	-3.72567418671939
ENSG00000124766	SOX4	8117165				0.3	0.00753481340472138	7.22504194407389
ENSG00000124782	RREB1	8116740				0.2	0.0979355904520082	2.75251433811303
ENSG00000124785	NRN1	8123739	0.2	0.0678665357471966	3.07441586930654			
ENSG00000124786	SLC35B3	8123825	0.4	0.0209679212110499	4.41805521903295	0.3	0.0305121941766915	4.274629454276
ENSG00000124787	RPP40	8123717	0.1	0.562340546266814	0.839060087871911	-0.2	0.186716450420582	-2.07530257454278
ENSG00000124795	DEK	8124144				0.2	0.0898401229137237	2.84520415062476
ENSG00000124813	RUNX2	8120043	-0.4	0.0117683284881159	-5.19507499673508	-0.6	0.00418924946964978	-8.86217021778848
ENSG00000124831	LRRFIP1	8049512	0.2	0.0147394463871714	4.8777812948307			
ENSG00000124831	LRRFIP1	8049528	0.5	0.0227626624473837	4.31433836313419	-0.1	0.462984639519497	-1.12950101516583
ENSG00000124831	LRRFIP1	8049530	0.1	0.601934489165673	0.758578917646959			
ENSG00000124831	LRRFIP1	8049532	0.5	0.00890047999681747	5.5715440329038			
ENSG00000124831	LRRFIP1	8049534	-0.2	0.324725429357647	-1.43953988068749	-0.2	0.212520223760822	-1.94526333130758
ENSG00000124831	LRRFIP1	8049536	0.2	0.218913980653674	1.85930611259921	0.1	0.677216847286648	0.670464771412844
ENSG00000124831	LRRFIP1	8049538	0.1	0.781715598316705	0.41291226606763			
ENSG00000124831	LRRFIP1	8049540	0.3	0.0950121443210487	2.7234788007528	0.5	0.0314198405668269	4.2226369274289
ENSG00000124835	AC105760.3	8059902	0.3	0.0401478013461985	3.64944703286393	0.2	0.0728197924931045	3.08410700547717
ENSG00000124839	RAB17	8059955				-0.1	0.375268344814038	-1.35032067821547
ENSG00000124875	CXCL6	8095688	-1.5	7.87922304916439E-5	-19.2662924433637			
ENSG00000124882	EREG	8095728	-0.7	3.40109413894781E-4	-12.8103006757753	1.9	2.03506026263707E-4	25.9422295893177
ENSG00000124900	TRIM51	7939954	0.5	0.0526369301115223	3.34829531996315	0.2	0.305864689646416	1.56988381142474
ENSG00000124920	MYRF	7940530	0.2	0.187514904160248	2.01833377024923			
ENSG00000124939	SCGB2A1	7940626	0.2	0.236056621963999	1.77928482066163			
ENSG00000124942	AHNAK	7948667	0.2	0.137433916073044	2.34313837917596			
ENSG00000125037	EMC3	8085263	-0.4	0.0854648874233773	-2.83274372539196			
ENSG00000125122	LRRC29	8001971				-0.2	0.061756836477274	-3.28112514085718
ENSG00000125124	BBS2	8001507	-0.4	0.0217397821443757	-4.37205756334161			
ENSG00000125144	MT1G	8001531	-0.4	0.00726827467764799	-5.91288630290816			
ENSG00000125246	CLYBL	7969815	-0.3	0.0401631871303571	-3.64703285418013	-0.2	0.195732771095201	-2.03019465388528
ENSG00000125249	RAP2A	7969693	0.3	0.041571038723198	3.60985030726654	0.2	0.119787513332888	2.5372551873565
ENSG00000125255	SLC10A2	7972692	0.2	0.168924840525763	2.12455479024377			
ENSG00000125257	ABCC4	7972297	0.1	0.412427123009283	1.18750798273353	0.5	0.0200817716570619	4.97786094741
ENSG00000125266	EFNB2	7972713	-0.8	0.00102477006482088	-9.72790586235257	-0.9	0.00321272326647928	-9.69642939649608
ENSG00000125337	KIF25	8123437				-0.1	0.404950462769491	-1.27229760352202
ENSG00000125351	UPF3B	8174717	-0.3	0.0302192213034242	-3.97047327686395			
ENSG00000125354	SEPT6	8174692	-0.3	0.0182727846726089	-4.60343174029087			
ENSG00000125356	NDUFA1	8169659	0.2	0.540292489622289	0.884693314267209	0.2	0.527197490714446	0.982448045963009
ENSG00000125378	BMP4	7979241	-1.4	6.02764771138027E-5	-21.0276936332813	-1.1	2.42438861943333E-4	-21.6822809570062
ENSG00000125384	PTGER2	7974366	-0.5	0.0131001154261654	-5.04695050419112			
ENSG00000125398	SOX9	8009517	-0.5	0.00116091553643133	-9.40690862623118	0.4	0.0147393830027665	5.59111964014746
ENSG00000125409	TEKT3	8012908				-0.2	0.235903426276117	-1.8436461453411
ENSG00000125430	HS3ST3B1	8005097	-0.7	9.81015958927776E-4	-9.84613622045837	0.4	0.00458122777747176	8.63140677759399
ENSG00000125434	SLC25A35	8012450	-0.4	0.0189089344646707	-4.55775604902303	-0.2	0.0935124480785672	-2.80299795450579
ENSG00000125457	MIF4GD	8018343	-0.4	0.00744869390661455	-5.86152231106013	-0.4	0.0188719433167687	-5.0853031588614
ENSG00000125462	C1orf61	7921003	0.1	0.482464432793093	1.01644585323499			
ENSG00000125482	TTF1	8164729				0.1	0.580845399322823	0.870276220454298
ENSG00000125508	SRMS	8067671	0.1	0.518034820907921	0.933778516588724	-0.1	0.268272696497539	-1.70902422211482
ENSG00000125514	LINC00029	8067588	-0.1	0.684844092413463	-0.595616826029053	-0.1	0.394942872392178	-1.29790240985751
ENSG00000125520	SLC2A4RG	8064175				-0.3	0.0373946563226604	-3.9321201113663
ENSG00000125531	FNDC11	8064108	0.3	0.0290308724200774	4.02215564262071	0.1	0.212048601113995	1.94750216928638
ENSG00000125533	BHLHE23	8067585				-0.1	0.378031487776169	-1.34207465114225
ENSG00000125534	PPDPF	8064100				-0.5	0.0068765694812906	-7.458106381978
ENSG00000125538	IL1B	8054722	0.6	0.00437777687841465	6.74117191335571	0.4	0.00567561421860748	7.9082850684531
ENSG00000125629	INSIG2	8044766	0.6	0.00795561902925811	5.75575768339931	0.5	0.0317881899280764	4.19977342985924
ENSG00000125631	HTR5BP	8044760	0.2	0.258392515005727	1.68295687390396	-0.1	0.680321171708311	-0.66403981896763
ENSG00000125633	CCDC93	8054804				0.3	0.0304785290866628	4.27661448193001
ENSG00000125648	SLC25A23	8033190	-0.5	0.00488140905291523	-6.54943995133484	-0.3	0.0294028107553816	-4.33635080704722
ENSG00000125650	PSPN	8033159	0.2	0.196481058892037	1.96884197289731			
ENSG00000125675	GRIA3	8169717	0.4	0.00789102259818685	5.7710488431147	0.2	0.0298482450199452	4.31486827242538
ENSG00000125703	ATG4C	7901895	-0.2	0.207646483417017	-1.91442643906756			
ENSG00000125726	CD70	8033241	-0.1	0.423666039291548	-1.15873607770569	-0.1	0.494909482826099	-1.05474650176977
ENSG00000125730	C3	8033257	-0.3	0.0121064441026471	-5.15641167820917			
ENSG00000125731	SH2D3A	8033319				-0.1	0.424112113745165	-1.22360423972856
ENSG00000125734	GPR108	8033300	-0.4	0.00849864642477782	-5.65502292541918	-0.1	0.237605571852975	-1.83553060816716
ENSG00000125735	TNFSF14	8033248	0.1	0.476406342028767	1.03112701826815			
ENSG00000125740	FOSB	8029693				-0.5	0.00562755330860777	-7.92890592672748
ENSG00000125753	VASP	8029710	0.4	0.0023048242603374	7.90841226596544			
ENSG00000125772	GPCPD1	8064868				-0.7	0.00201727495610074	-11.4713693390612
ENSG00000125780	TGM3	8060432	-0.1	0.605358024661228	-0.75242813865248	-0.1	0.342025650642517	-1.45252842200894
ENSG00000125787	GNRH2	8060594				0.1	0.53545437749998	0.964867805271649
ENSG00000125798	FOXA2	8065344				-0.1	0.471207953670184	-1.11013570462482
ENSG00000125810	CD93	8065359	0.3	0.0678025320106594	3.07564257345785			
ENSG00000125813	PAX1	8061357	0.3	0.0228035848986726	4.31032609249216			
ENSG00000125814	NAPB	8065372	-0.1	0.52686340608283	-0.913600943054177			
ENSG00000125815	CST8	8061389	0.3	0.13558585450813	2.35882300831697	0.1	0.700924026774637	0.621236556245428
ENSG00000125816	NKX2-4	8065327	0.1	0.484689528995892	1.01097931014894	-0.1	0.399141065465401	-1.28716965843185
ENSG00000125818	PSMF1	8060379				-0.2	0.0203185462452199	-4.95924083963063
ENSG00000125823	CSTL1	8061382				-0.2	0.186027358328177	-2.08149027012174
ENSG00000125826	RBCK1	8060353				-0.2	0.0457846284756822	-3.65829337131504
ENSG00000125827	TMX4	8064939	-0.4	0.00329118757671247	-7.23426338700458			
ENSG00000125834	STK35	8060427				0.4	0.00844105667535167	6.89143951397186
ENSG00000125835	SNRPB	8064502	0.2	0.284970661917448	1.58344559099117			
ENSG00000125841	NRSN2	8060339				-0.5	0.0163070602485094	-5.38328606213669
ENSG00000125843	AP5S1	8060698	-0.3	0.00961918198926435	-5.45903701169163	-0.4	0.0123758394310156	-5.95370860547833
ENSG00000125844	RRBP1	8065136	0.3	0.00976408460891389	5.43673912466415			
ENSG00000125845	BMP2	8060850	-1.5	2.04694954302235E-4	-14.5276605277078	1.5	5.22149811335607E-4	18.1250256927748
ENSG00000125846	ZNF133	8061154				0.2	0.0887826271204612	2.85777243134245
ENSG00000125848	FLRT3	8065071				0.5	0.0128982617913089	5.85784258785019
ENSG00000125861	GFRA4	8064676				0.1	0.62105247018816	0.785894121216012
ENSG00000125863	MKKS	8064967	0.1	0.343804300761229	1.38220324094718	0.3	0.117134416955186	2.56081017677954
ENSG00000125864	BFSP1	8065124				-0.2	0.110200460238034	-2.62666356197049
ENSG00000125868	DSTN	8061114	0.3	0.0296914200849509	3.99422313350071			
ENSG00000125869	LAMP5	8060940				-0.2	0.184775118403547	-2.08850407605624
ENSG00000125871	MGME1	8061129	-0.1	0.318269019089712	-1.46091629229483			
ENSG00000125878	TCF15	8064370	0.2	0.183578154800507	2.04014483690149	0.1	0.681926366295507	0.660867512804069
ENSG00000125888	BANF2	8061122	0.2	0.251897223014758	1.7108758277586			
ENSG00000125898	FAM110A	8060370				-0.2	0.0168254576900508	-5.32973514599216
ENSG00000125945	ZNF436	7913582	-0.4	0.0327715057848132	-3.87500875532966			
ENSG00000125965	GDF5	8065905	-0.8	0.00751144039725187	-5.84919084440748	0.5	0.0047747206701146	8.44621418761139
ENSG00000125966	MMP24	8062123				-0.1	0.315004669205159	-1.54108248325261
ENSG00000125968	ID1	8061564	-0.6	0.0179347982529022	-4.62717765059965	0.2	0.173955084233554	2.14755527943221
ENSG00000125971	DYNLRB1	8062016				-0.2	0.0236337638413223	-4.71257062418029
ENSG00000125975	C20orf173	8065911	0.1	0.679833473057545	0.605988901402323	-0.1	0.681776749344338	-0.661274586201678
ENSG00000125977	EIF2S2	8065730	0.3	0.0652677025485018	3.1194293443946	-0.1	0.347459452858856	-1.43543834758683
ENSG00000125991	ERGIC3	8062174				-0.2	0.0540996898188767	-3.44150178058249
ENSG00000125995	ROMO1	8062206	-0.2	0.281689338124438	-1.59565021089246	-0.1	0.720055421547215	-0.58213106454122
ENSG00000125998	FAM83C	8065880				-0.1	0.374467135635781	-1.35238986804194
ENSG00000126003	PLAGL2	8065607	-0.3	0.0215898792749924	-4.37973045448752			
ENSG00000126010	GRPR	8166202	0.4	0.0284529437813294	4.04733216723526	-0.2	0.286008583895489	-1.64267121385108
ENSG00000126016	AMOT	8174576	-0.3	0.0296057945610634	-3.99951613595975	-0.2	0.0498830539954695	-3.5405674285741
ENSG00000126067	PSMB2	7893333	0.1	0.615670350624163	0.731059622264902	0.3	0.19055010307681	2.05577167667212
ENSG00000126067	PSMB2	7893730	0.3	0.193899445403623	1.98393026302683	0.6	0.0289359761352398	4.3654162779145
ENSG00000126067	PSMB2	7893853				0.3	0.069847454255606	3.132844677166
ENSG00000126067	PSMB2	7894926				-0.2	0.0417854017340421	-3.77480225534147
ENSG00000126067	PSMB2	7895180				-0.1	0.695338962321578	-0.632958584665815
ENSG00000126067	PSMB2	7895602	-0.2	0.0897740952888011	-2.78284653596039	-0.3	0.0480260372081133	-3.59243024053386
ENSG00000126088	UROD	7901073	-0.3	0.105200740692253	-2.61651036413241			
ENSG00000126106	TMEM53	7915578	-0.7	0.00875346150079572	-5.60283755560885	-0.4	0.0182807746542957	-5.14485828184405
ENSG00000126226	PCID2	7972867	-0.2	0.229536310612922	-1.80895484362049			
ENSG00000126226	PCID2	7972888	0.2	0.22932301496052	1.81102035895119	0.6	0.0347601370114901	4.05581879196944
ENSG00000126243	LRFN3	8028112				-0.3	0.0278479427822043	-4.43098809871977
ENSG00000126247	CAPNS1	7892989	0.1	0.58096723799967	0.802379450237891	0.2	0.186695789587425	2.07623121381607
ENSG00000126247	CAPNS1	7893100	0.3	0.207988606904412	1.91189426850909	0.3	0.216646845998704	1.9271162815701
ENSG00000126247	CAPNS1	7893544				-0.3	0.0432981268070297	-3.72901440190325
ENSG00000126247	CAPNS1	7893740				-0.2	0.0540996898188767	-3.44112247282828
ENSG00000126247	CAPNS1	7893764	0.4	0.0143045365888226	4.91876976935204	0.2	0.442225547963667	1.18254376175126
ENSG00000126247	CAPNS1	7893828	-0.5	0.0908552938863159	-2.77015051848785	0.2	0.555629802628428	0.923738415998567
